Date,CustomerName,Region,Category,Product,Quantity,UnitPrice,Amount,DiscountRate,TotalAmount,Profit,PaymentMode
2022-06-01,Customer_44,South,Electronics,Monitor,1,14407,14407,0.01,14262.93,2000.5,Net Banking
2022-06-01,Customer_37,West,Electronics,Printer,3,11060,33180,0.04,31852.8,3937.5,UPI
2022-06-01,Customer_9,North,Electronics,Monitor,3,47062,141186,0.07,131302.98,21968.69,Debit Card
2022-06-02,Customer_9,West,Accessories,Mouse,5,46369,231845,0.02,227208.1,43864.34,Debit Card
2022-06-02,Customer_48,South,Accessories,Keyboard,4,44648,178592,0.13,155375.04,9870.32,Cash
2022-06-02,Customer_8,East,Accessories,Keyboard,4,29892,119568,0.11,106415.52,17985.61,Net Banking
2022-06-03,Customer_42,North,Accessories,Keyboard,2,1596,3192,0.14,2745.12,329.83,Net Banking
2022-06-03,Customer_49,South,Electronics,Printer,5,43211,216055,0.07,200931.15,17126.35,Credit Card
2022-06-03,Customer_38,South,Accessories,Mouse,2,35619,71238,0.14,61264.68,10618.77,Cash
2022-06-04,Customer_30,East,Accessories,Headphones,2,42525,85050,0.14,73143.0,13603.57,Credit Card
2022-06-04,Customer_25,East,Electronics,Printer,4,24208,96832,0.01,95863.68,20938.62,Debit Card
2022-06-04,Customer_25,East,Accessories,Mouse,5,39288,196440,0.09,178760.4,13314.39,Debit Card
2022-06-04,Customer_36,East,Accessories,Mouse,5,1577,7885,0.13,6859.95,381.16,Cash
2022-06-04,Customer_24,North,Accessories,Mouse,5,35656,178280,0.13,155103.6,8502.48,Cash
2022-06-04,Customer_27,North,Electronics,Smartphone,4,35701,142804,0.0,142804.0,8612.67,Cash
2022-06-04,Customer_26,West,Electronics,Monitor,2,46243,92486,0.13,80462.82,4344.72,Net Banking
2022-06-05,Customer_40,West,Accessories,Keyboard,3,26966,80898,0.01,80089.02,16734.6,UPI
2022-06-05,Customer_37,West,Electronics,Printer,2,48434,96868,0.14,83306.48,9572.93,Net Banking
2022-06-05,Customer_12,West,Accessories,Mouse,2,19633,39266,0.03,38088.02,5192.38,Cash
2022-06-05,Customer_18,North,Electronics,Smartphone,2,35379,70758,0.01,70050.42,16517.62,Credit Card
2022-06-05,Customer_15,East,Electronics,Monitor,3,3927,11781,0.08,10838.52,2039.23,Credit Card
2022-06-05,Customer_49,South,Electronics,Laptop,2,28404,56808,0.04,54535.68,13233.4,Net Banking
2022-06-06,Customer_28,North,Accessories,Headphones,1,17174,17174,0.04,16487.04,2910.12,UPI
2022-06-06,Customer_50,East,Accessories,Headphones,2,36665,73330,0.02,71863.4,7847.8,Credit Card
2022-06-06,Customer_8,East,Accessories,Mouse,3,21353,64059,0.07,59574.87,3191.29,UPI
2022-06-07,Customer_27,West,Electronics,Laptop,1,43128,43128,0.03,41834.16,3525.09,Net Banking
2022-06-07,Customer_44,East,Accessories,Headphones,2,14145,28290,0.06,26592.6,4376.73,UPI
2022-06-07,Customer_8,East,Electronics,Laptop,3,11732,35196,0.01,34844.04,3791.0,Net Banking
2022-06-08,Customer_31,West,Accessories,Mouse,2,30083,60166,0.1,54149.4,6615.22,Credit Card
2022-06-08,Customer_24,East,Electronics,Laptop,2,33247,66494,0.09,60509.54,7160.19,Credit Card
2022-06-08,Customer_11,West,Electronics,Printer,1,24774,24774,0.11,22048.86,5396.61,Cash
2022-06-08,Customer_4,North,Electronics,Laptop,3,22118,66354,0.12,58391.52,12628.81,Debit Card
2022-06-08,Customer_28,West,Accessories,Headphones,2,44186,88372,0.04,84837.12,16878.65,Cash
2022-06-08,Customer_13,West,Electronics,Printer,3,36241,108723,0.15,92414.55,11122.46,Credit Card
2022-06-08,Customer_27,North,Electronics,Printer,5,45319,226595,0.08,208467.4,36950.06,UPI
2022-06-09,Customer_48,North,Electronics,Printer,3,36724,110172,0.14,94747.92,6374.7,Credit Card
2022-06-09,Customer_5,East,Accessories,Headphones,5,16091,80455,0.02,78845.9,5617.08,Debit Card
2022-06-09,Customer_4,West,Accessories,Mouse,4,24974,99896,0.04,95900.16,19048.69,Cash
2022-06-09,Customer_29,West,Electronics,Printer,3,35637,106911,0.07,99427.23,24199.16,UPI
2022-06-09,Customer_46,East,Electronics,Printer,5,22512,112560,0.1,101304.0,15780.95,Debit Card
2022-06-10,Customer_12,North,Electronics,Printer,5,19692,98460,0.01,97475.4,5690.84,Cash
2022-06-10,Customer_47,South,Accessories,Keyboard,2,43521,87042,0.09,79208.22,6180.79,Cash
2022-06-10,Customer_1,North,Accessories,Mouse,3,46643,139929,0.03,135731.13,22647.22,Credit Card
2022-06-10,Customer_46,East,Electronics,Printer,4,9277,37108,0.13,32283.96,6774.1,UPI
2022-06-11,Customer_25,East,Electronics,Smartphone,2,44814,89628,0.03,86939.16,7107.32,Cash
2022-06-11,Customer_31,South,Accessories,Headphones,3,46500,139500,0.03,135315.0,28315.86,Debit Card
2022-06-11,Customer_29,West,Electronics,Monitor,4,42876,171504,0.04,164643.84,39659.23,Cash
2022-06-11,Customer_41,West,Accessories,Headphones,3,21691,65073,0.04,62470.08,5135.72,UPI
2022-06-12,Customer_3,East,Accessories,Keyboard,3,47677,143031,0.03,138740.07,34576.52,Debit Card
2022-06-12,Customer_38,South,Accessories,Mouse,2,11080,22160,0.07,20608.8,3648.42,Net Banking
2022-06-12,Customer_5,South,Accessories,Keyboard,5,24989,124945,0.05,118697.75,12407.2,Debit Card
2022-06-12,Customer_4,South,Accessories,Mouse,2,40150,80300,0.09,73073.0,6176.96,Credit Card
2022-06-12,Customer_2,South,Accessories,Mouse,1,8761,8761,0.04,8410.56,1254.78,Cash
2022-06-12,Customer_47,South,Electronics,Laptop,5,39487,197435,0.1,177691.5,25539.06,Net Banking
2022-06-13,Customer_32,North,Electronics,Laptop,1,34926,34926,0.13,30385.62,7559.16,Net Banking
2022-06-13,Customer_31,North,Accessories,Headphones,1,23479,23479,0.11,20896.31,1666.3,Debit Card
2022-06-13,Customer_36,South,Electronics,Smartphone,5,37376,186880,0.09,170060.8,30825.33,Net Banking
2022-06-13,Customer_50,North,Electronics,Monitor,4,15297,61188,0.11,54457.32,8431.53,Net Banking
2022-06-14,Customer_31,South,Accessories,Mouse,4,11902,47608,0.07,44275.44,7884.81,Cash
2022-06-14,Customer_13,North,Accessories,Headphones,3,11628,34884,0.06,32790.96,4021.17,UPI
2022-06-14,Customer_33,North,Accessories,Mouse,5,25057,125285,0.08,115262.2,27418.39,UPI
2022-06-14,Customer_44,East,Accessories,Headphones,3,28076,84228,0.05,80016.6,11434.37,Debit Card
2022-06-14,Customer_35,South,Electronics,Printer,4,17432,69728,0.1,62755.2,6922.79,Credit Card
2022-06-14,Customer_22,East,Electronics,Laptop,1,37382,37382,0.02,36634.36,8171.34,Debit Card
2022-06-14,Customer_44,West,Electronics,Laptop,3,33031,99093,0.13,86210.91,11705.09,Credit Card
2022-06-15,Customer_10,West,Accessories,Headphones,5,6945,34725,0.07,32294.25,1966.67,Cash
2022-06-15,Customer_2,West,Electronics,Laptop,5,49618,248090,0.12,218319.2,16446.78,Cash
2022-06-15,Customer_6,West,Electronics,Smartphone,3,38183,114549,0.1,103094.1,18133.63,Credit Card
2022-06-15,Customer_37,West,Accessories,Mouse,3,44802,134406,0.11,119621.34,16790.46,Net Banking
2022-06-15,Customer_49,West,Electronics,Smartphone,1,11163,11163,0.02,10939.74,2288.58,Debit Card
2022-06-15,Customer_4,North,Accessories,Keyboard,1,5262,5262,0.02,5156.76,880.67,Cash
2022-06-15,Customer_37,West,Accessories,Keyboard,3,18150,54450,0.1,49005.0,11907.38,UPI
2022-06-16,Customer_8,North,Electronics,Laptop,3,33404,100212,0.01,99209.88,8500.26,Credit Card
2022-06-16,Customer_41,West,Electronics,Monitor,3,48618,145854,0.01,144395.46,9639.77,Debit Card
2022-06-16,Customer_3,East,Electronics,Monitor,4,27205,108820,0.1,97938.0,23879.46,UPI
2022-06-16,Customer_3,East,Electronics,Laptop,2,28355,56710,0.12,49904.8,5149.8,UPI
2022-06-16,Customer_33,West,Electronics,Laptop,5,21101,105505,0.1,94954.5,14653.97,Debit Card
2022-06-17,Customer_30,East,Electronics,Laptop,3,20675,62025,0.07,57683.25,5554.78,Debit Card
2022-06-17,Customer_45,West,Accessories,Keyboard,3,12692,38076,0.06,35791.44,8827.62,Credit Card
2022-06-17,Customer_39,West,Electronics,Printer,2,47521,95042,0.12,83636.96,13526.94,Cash
2022-06-17,Customer_17,West,Electronics,Monitor,3,28751,86253,0.13,75040.11,6104.27,Credit Card
2022-06-18,Customer_48,South,Accessories,Mouse,5,46910,234550,0.15,199367.5,16423.83,Cash
2022-06-18,Customer_22,South,Accessories,Mouse,1,1748,1748,0.08,1608.16,333.28,Debit Card
2022-06-18,Customer_10,West,Accessories,Headphones,1,10100,10100,0.01,9999.0,974.83,Debit Card
2022-06-18,Customer_40,East,Electronics,Monitor,3,14127,42381,0.11,37719.09,5222.97,Net Banking
2022-06-18,Customer_27,East,Electronics,Monitor,1,23445,23445,0.07,21803.85,3485.64,Net Banking
2022-06-19,Customer_8,West,Electronics,Monitor,5,6562,32810,0.03,31825.7,5431.23,Cash
2022-06-19,Customer_22,West,Electronics,Monitor,2,27916,55832,0.1,50248.8,4952.12,Debit Card
2022-06-19,Customer_39,South,Accessories,Keyboard,3,31905,95715,0.13,83272.05,18314.11,Net Banking
2022-06-19,Customer_24,North,Electronics,Monitor,4,29005,116020,0.13,100937.4,7907.5,Net Banking
2022-06-20,Customer_15,North,Electronics,Laptop,1,40576,40576,0.0,40576.0,6336.32,Net Banking
2022-06-20,Customer_47,South,Electronics,Smartphone,2,19927,39854,0.07,37064.22,7524.34,UPI
2022-06-20,Customer_29,North,Accessories,Keyboard,4,33222,132888,0.07,123585.84,24523.05,Credit Card
2022-06-20,Customer_2,West,Accessories,Mouse,4,16060,64240,0.0,64240.0,5951.55,Debit Card
2022-06-20,Customer_27,West,Electronics,Printer,1,2810,2810,0.12,2472.8,227.97,Net Banking
2022-06-21,Customer_19,North,Electronics,Monitor,2,26695,53390,0.09,48584.9,8813.44,Net Banking
2022-06-21,Customer_21,North,Electronics,Laptop,3,13222,39666,0.14,34112.76,8210.38,Credit Card
2022-06-21,Customer_4,West,Electronics,Laptop,2,22977,45954,0.11,40899.06,4925.88,Debit Card
2022-06-21,Customer_27,West,Accessories,Headphones,2,16497,32994,0.1,29694.6,2026.54,Cash
2022-06-21,Customer_45,North,Accessories,Keyboard,2,30055,60110,0.12,52896.8,10973.88,Debit Card
2022-06-21,Customer_27,North,Electronics,Smartphone,4,36554,146216,0.14,125745.76,30242.2,Debit Card
2022-06-22,Customer_42,West,Accessories,Keyboard,5,28206,141030,0.1,126927.0,14280.92,Debit Card
2022-06-22,Customer_50,East,Electronics,Monitor,2,26223,52446,0.11,46676.94,2394.78,Net Banking
2022-06-22,Customer_4,West,Accessories,Keyboard,1,16885,16885,0.06,15871.9,3564.77,Cash
2022-06-22,Customer_17,South,Accessories,Mouse,3,15127,45381,0.06,42658.14,5259.37,UPI
2022-06-23,Customer_40,North,Electronics,Printer,2,43907,87814,0.05,83423.3,9337.24,Debit Card
2022-06-23,Customer_19,East,Electronics,Smartphone,1,5768,5768,0.08,5306.56,366.7,Debit Card
2022-06-23,Customer_13,West,Accessories,Mouse,3,28655,85965,0.02,84245.7,19083.08,Net Banking
2022-06-23,Customer_5,South,Electronics,Smartphone,1,27873,27873,0.03,27036.81,4546.07,Net Banking
2022-06-24,Customer_42,West,Electronics,Printer,3,2124,6372,0.06,5989.68,724.74,Credit Card
2022-06-24,Customer_46,West,Accessories,Headphones,2,37456,74912,0.11,66671.68,9093.63,UPI
2022-06-24,Customer_38,West,Accessories,Mouse,1,1783,1783,0.08,1640.36,272.75,Debit Card
2022-06-24,Customer_9,South,Electronics,Printer,3,26130,78390,0.07,72902.7,14548.54,Credit Card
2022-06-24,Customer_35,South,Electronics,Monitor,4,19814,79256,0.08,72915.52,10983.47,Credit Card
2022-06-24,Customer_32,East,Electronics,Laptop,1,18060,18060,0.01,17879.4,3341.11,UPI
2022-06-25,Customer_49,West,Electronics,Monitor,1,6918,6918,0.0,6918.0,1386.25,UPI
2022-06-25,Customer_44,East,Electronics,Monitor,4,20693,82772,0.09,75322.52,13221.99,Net Banking
2022-06-25,Customer_7,West,Accessories,Mouse,3,22860,68580,0.06,64465.2,4450.82,UPI
2022-06-25,Customer_32,South,Electronics,Laptop,4,37815,151260,0.12,133108.8,12012.06,Debit Card
2022-06-25,Customer_11,East,Accessories,Keyboard,4,33218,132872,0.08,122242.24,18243.12,Debit Card
2022-06-25,Customer_28,West,Electronics,Laptop,2,16743,33486,0.12,29467.68,5724.96,UPI
2022-06-26,Customer_35,East,Accessories,Mouse,2,49252,98504,0.13,85698.48,18538.62,Debit Card
2022-06-26,Customer_6,East,Electronics,Smartphone,5,25312,126560,0.05,120232.0,28712.2,Credit Card
2022-06-26,Customer_25,West,Accessories,Keyboard,2,38085,76170,0.06,71599.8,9011.01,Debit Card
2022-06-26,Customer_47,North,Electronics,Laptop,4,46717,186868,0.02,183130.64,10532.66,Debit Card
2022-06-26,Customer_6,West,Accessories,Mouse,4,30919,123676,0.06,116255.44,5961.85,Debit Card
2022-06-27,Customer_41,South,Accessories,Mouse,4,23879,95516,0.02,93605.68,7970.23,Credit Card
2022-06-27,Customer_37,East,Electronics,Printer,5,27700,138500,0.01,137115.0,8583.52,Net Banking
2022-06-27,Customer_1,East,Electronics,Printer,5,19988,99940,0.12,87947.2,20407.33,Credit Card
2022-06-27,Customer_22,East,Electronics,Laptop,5,46262,231310,0.1,208179.0,13190.1,Debit Card
2022-06-27,Customer_13,North,Accessories,Keyboard,4,37106,148424,0.04,142487.04,32043.81,UPI
2022-06-27,Customer_21,East,Accessories,Mouse,1,1798,1798,0.14,1546.28,189.31,Debit Card
2022-06-28,Customer_17,East,Electronics,Laptop,3,38586,115758,0.0,115758.0,22763.39,UPI
2022-06-28,Customer_42,West,Electronics,Laptop,5,25756,128780,0.14,110750.8,24939.43,Cash
2022-06-28,Customer_26,South,Electronics,Smartphone,3,21431,64293,0.01,63650.07,9651.85,Cash
2022-06-28,Customer_35,South,Accessories,Mouse,5,33238,166190,0.13,144585.3,12746.38,UPI
2022-06-29,Customer_2,East,Electronics,Laptop,2,30739,61478,0.06,57789.32,14037.58,Debit Card
2022-06-29,Customer_13,East,Electronics,Monitor,4,20876,83504,0.09,75988.64,17562.61,Cash
2022-06-29,Customer_40,West,Accessories,Mouse,4,48989,195956,0.13,170481.72,15881.32,Net Banking
2022-06-29,Customer_27,South,Electronics,Laptop,4,32676,130704,0.09,118940.64,9719.09,UPI
2022-06-29,Customer_4,East,Accessories,Keyboard,4,43178,172712,0.02,169257.76,15418.81,Debit Card
2022-06-30,Customer_43,East,Accessories,Mouse,5,10977,54885,0.13,47749.95,4238.01,Net Banking
2022-06-30,Customer_27,South,Electronics,Monitor,2,30434,60868,0.07,56607.24,10470.74,Debit Card
2022-06-30,Customer_31,North,Electronics,Printer,1,19388,19388,0.08,17836.96,3895.87,Credit Card
2022-06-30,Customer_7,East,Electronics,Laptop,3,30965,92895,0.12,81747.6,5882.06,Cash
2022-06-30,Customer_19,North,Accessories,Keyboard,2,20153,40306,0.0,40306.0,2800.62,Credit Card
2022-06-30,Customer_4,North,Accessories,Mouse,3,15857,47571,0.1,42813.9,2285.29,Debit Card
2022-07-01,Customer_27,South,Accessories,Headphones,4,29916,119664,0.1,107697.6,12222.19,UPI
2022-07-01,Customer_33,North,Electronics,Printer,5,32490,162450,0.13,141331.5,28930.21,UPI
2022-07-01,Customer_31,West,Accessories,Mouse,3,45917,137751,0.08,126730.92,26473.12,Credit Card
2022-07-02,Customer_35,East,Electronics,Smartphone,4,10375,41500,0.08,38180.0,3679.39,Debit Card
2022-07-02,Customer_10,West,Accessories,Mouse,3,1589,4767,0.02,4671.66,391.83,Credit Card
2022-07-02,Customer_26,East,Accessories,Keyboard,5,24223,121115,0.12,106581.2,26470.99,Debit Card
2022-07-02,Customer_33,South,Accessories,Headphones,2,45109,90218,0.01,89315.82,13576.65,Credit Card
2022-07-02,Customer_16,East,Accessories,Mouse,2,31762,63524,0.09,57806.84,10132.71,Debit Card
2022-07-02,Customer_40,North,Accessories,Keyboard,3,41726,125178,0.1,112660.2,15926.78,Credit Card
2022-07-03,Customer_22,South,Electronics,Monitor,3,37166,111498,0.12,98118.24,23463.89,Debit Card
2022-07-03,Customer_37,East,Electronics,Smartphone,2,15888,31776,0.02,31140.48,3636.51,Credit Card
2022-07-03,Customer_31,North,Accessories,Keyboard,3,39687,119061,0.08,109536.12,26884.01,Net Banking
2022-07-03,Customer_14,East,Electronics,Laptop,1,19404,19404,0.13,16881.48,1807.41,Net Banking
2022-07-04,Customer_20,East,Electronics,Monitor,4,39624,158496,0.09,144231.36,33840.76,UPI
2022-07-04,Customer_44,North,Accessories,Mouse,3,4250,12750,0.03,12367.5,2139.95,UPI
2022-07-04,Customer_42,East,Electronics,Laptop,4,27915,111660,0.12,98260.8,21328.51,Credit Card
2022-07-04,Customer_41,South,Electronics,Smartphone,4,13605,54420,0.13,47345.4,5941.29,Net Banking
2022-07-04,Customer_39,East,Electronics,Laptop,1,31894,31894,0.12,28066.72,3144.65,UPI
2022-07-05,Customer_36,West,Accessories,Headphones,4,31379,125516,0.11,111709.24,13872.71,Net Banking
2022-07-05,Customer_13,West,Accessories,Headphones,2,38461,76922,0.13,66922.14,12535.13,Debit Card
2022-07-05,Customer_3,West,Accessories,Keyboard,5,24995,124975,0.01,123725.25,10581.71,Credit Card
2022-07-05,Customer_37,North,Accessories,Keyboard,2,18364,36728,0.13,31953.36,4153.69,Cash
2022-07-05,Customer_20,West,Electronics,Printer,4,36512,146048,0.06,137285.12,26204.49,Cash
2022-07-05,Customer_11,North,Accessories,Mouse,3,2625,7875,0.02,7717.5,1195.41,Debit Card
2022-07-05,Customer_22,South,Accessories,Keyboard,5,48978,244890,0.09,222849.9,17285.2,UPI
2022-07-06,Customer_14,North,Accessories,Keyboard,2,41031,82062,0.05,77958.9,7233.76,Net Banking
2022-07-06,Customer_6,North,Electronics,Laptop,2,44694,89388,0.1,80449.2,10767.9,UPI
2022-07-06,Customer_17,West,Electronics,Printer,3,46775,140325,0.09,127695.75,12998.9,UPI
2022-07-06,Customer_16,North,Accessories,Keyboard,2,33812,67624,0.05,64242.8,13349.92,Credit Card
2022-07-07,Customer_47,South,Accessories,Mouse,5,5057,25285,0.15,21492.25,5221.71,Cash
2022-07-07,Customer_48,North,Electronics,Monitor,2,36613,73226,0.12,64438.88,14481.78,Credit Card
2022-07-07,Customer_30,East,Electronics,Laptop,3,8719,26157,0.05,24849.15,4600.16,Net Banking
2022-07-07,Customer_3,South,Accessories,Keyboard,3,5924,17772,0.15,15106.2,2435.06,Net Banking
2022-07-07,Customer_15,North,Electronics,Laptop,4,13637,54548,0.01,54002.52,6626.79,Debit Card
2022-07-07,Customer_20,North,Accessories,Headphones,2,27139,54278,0.09,49392.98,11535.32,Credit Card
2022-07-07,Customer_25,West,Electronics,Monitor,1,36124,36124,0.08,33234.08,3288.7,Debit Card
2022-07-08,Customer_42,North,Electronics,Smartphone,2,31017,62034,0.12,54589.92,8144.81,Cash
2022-07-08,Customer_16,West,Electronics,Printer,5,34363,171815,0.13,149479.05,8051.33,Net Banking
2022-07-08,Customer_15,South,Accessories,Headphones,3,27294,81882,0.01,81063.18,8651.48,Debit Card
2022-07-08,Customer_30,North,Electronics,Printer,3,30425,91275,0.14,78496.5,15733.82,Cash
2022-07-08,Customer_13,South,Accessories,Mouse,4,12264,49056,0.05,46603.2,4869.21,Debit Card
2022-07-08,Customer_48,North,Electronics,Printer,5,29440,147200,0.1,132480.0,21632.64,Debit Card
2022-07-09,Customer_19,North,Electronics,Laptop,5,15600,78000,0.01,77220.0,10018.62,UPI
2022-07-09,Customer_3,East,Accessories,Mouse,1,32520,32520,0.11,28942.8,2583.54,Credit Card
2022-07-09,Customer_36,North,Accessories,Mouse,5,44854,224270,0.0,224270.0,32810.99,Net Banking
2022-07-09,Customer_10,North,Electronics,Smartphone,3,16485,49455,0.0,49455.0,4400.83,Cash
2022-07-09,Customer_13,East,Electronics,Smartphone,4,49269,197076,0.09,179339.16,28845.13,Cash
2022-07-09,Customer_2,South,Electronics,Printer,5,12653,63265,0.08,58203.8,5746.33,Credit Card
2022-07-10,Customer_24,East,Accessories,Headphones,3,49595,148785,0.07,138370.05,16113.9,Debit Card
2022-07-10,Customer_3,North,Electronics,Monitor,2,32045,64090,0.04,61526.4,12031.29,UPI
2022-07-10,Customer_32,West,Electronics,Printer,1,20184,20184,0.01,19982.16,2519.31,Cash
2022-07-11,Customer_22,East,Electronics,Printer,3,16383,49149,0.08,45217.08,4944.4,Credit Card
2022-07-11,Customer_41,South,Electronics,Smartphone,1,47089,47089,0.08,43321.88,8945.57,Debit Card
2022-07-11,Customer_21,North,Electronics,Printer,1,37442,37442,0.0,37442.0,7037.24,Debit Card
2022-07-11,Customer_49,North,Accessories,Mouse,1,47989,47989,0.14,41270.54,3404.51,Cash
2022-07-12,Customer_12,North,Electronics,Laptop,4,7993,31972,0.02,31332.56,2938.72,Debit Card
2022-07-12,Customer_25,West,Accessories,Headphones,3,25733,77199,0.09,70251.09,4350.98,UPI
2022-07-12,Customer_19,South,Accessories,Headphones,2,10937,21874,0.05,20780.3,1112.2,Credit Card
2022-07-13,Customer_39,North,Accessories,Headphones,5,28422,142110,0.1,127899.0,17840.82,Cash
2022-07-13,Customer_49,North,Electronics,Monitor,5,7278,36390,0.09,33114.9,4372.65,Net Banking
2022-07-13,Customer_50,West,Electronics,Smartphone,3,45897,137691,0.04,132183.36,10942.5,Credit Card
2022-07-13,Customer_13,East,Electronics,Smartphone,1,16325,16325,0.07,15182.25,3273.9,Debit Card
2022-07-13,Customer_18,West,Electronics,Printer,1,35316,35316,0.03,34256.52,3858.84,UPI
2022-07-14,Customer_46,North,Electronics,Printer,1,5121,5121,0.05,4864.95,493.37,Credit Card
2022-07-14,Customer_30,North,Accessories,Keyboard,3,1666,4998,0.11,4448.22,1091.93,UPI
2022-07-14,Customer_12,South,Accessories,Headphones,2,2401,4802,0.03,4657.94,1051.37,Debit Card
2022-07-14,Customer_21,South,Accessories,Keyboard,1,8454,8454,0.13,7354.98,1657.88,Credit Card
2022-07-14,Customer_28,North,Accessories,Mouse,4,3249,12996,0.06,12216.24,674.09,Cash
2022-07-14,Customer_24,North,Electronics,Laptop,2,36015,72030,0.12,63386.4,4448.74,Cash
2022-07-14,Customer_13,East,Electronics,Printer,3,39020,117060,0.1,105354.0,18360.89,Net Banking
2022-07-15,Customer_33,North,Accessories,Headphones,5,26373,131865,0.02,129227.7,15855.85,Credit Card
2022-07-15,Customer_30,East,Electronics,Laptop,2,41188,82376,0.1,74138.4,16533.11,Net Banking
2022-07-15,Customer_30,East,Electronics,Printer,2,17741,35482,0.05,33707.9,6559.03,Credit Card
2022-07-15,Customer_15,East,Accessories,Mouse,4,24099,96396,0.05,91576.2,10264.19,Cash
2022-07-15,Customer_33,East,Accessories,Mouse,2,8327,16654,0.06,15654.76,889.47,UPI
2022-07-15,Customer_21,North,Electronics,Monitor,5,44241,221205,0.03,214568.85,18442.21,Debit Card
2022-07-16,Customer_46,East,Accessories,Mouse,2,17985,35970,0.04,34531.2,1992.2,UPI
2022-07-16,Customer_49,West,Accessories,Keyboard,3,40671,122013,0.1,109811.7,19185.38,Net Banking
2022-07-16,Customer_49,South,Electronics,Smartphone,4,43709,174836,0.14,150358.96,22339.12,Debit Card
2022-07-17,Customer_29,North,Electronics,Laptop,2,29446,58892,0.08,54180.64,7961.89,Net Banking
2022-07-17,Customer_18,North,Electronics,Monitor,3,11241,33723,0.07,31362.39,7199.73,Net Banking
2022-07-17,Customer_9,West,Electronics,Smartphone,5,15526,77630,0.1,69867.0,11906.27,Credit Card
2022-07-17,Customer_18,West,Accessories,Keyboard,5,32620,163100,0.11,145159.0,33428.97,UPI
2022-07-17,Customer_34,West,Electronics,Printer,5,27975,139875,0.15,118893.75,14672.74,Net Banking
2022-07-17,Customer_7,West,Electronics,Smartphone,3,1363,4089,0.06,3843.66,353.4,UPI
2022-07-17,Customer_7,North,Accessories,Keyboard,2,47958,95916,0.01,94956.84,9308.13,Credit Card
2022-07-18,Customer_50,West,Electronics,Printer,3,44382,133146,0.08,122494.32,18707.04,Net Banking
2022-07-18,Customer_26,West,Accessories,Keyboard,2,25948,51896,0.03,50339.12,8734.94,Debit Card
2022-07-18,Customer_12,West,Accessories,Mouse,1,37303,37303,0.07,34691.79,5093.81,Debit Card
2022-07-18,Customer_11,South,Accessories,Keyboard,5,17633,88165,0.11,78466.85,8965.66,UPI
2022-07-19,Customer_19,South,Electronics,Laptop,3,21470,64410,0.04,61833.6,14245.83,Debit Card
2022-07-19,Customer_7,South,Electronics,Printer,3,15224,45672,0.11,40648.08,8182.92,Cash
2022-07-19,Customer_43,East,Accessories,Keyboard,2,24219,48438,0.08,44562.96,6116.55,Debit Card
2022-07-20,Customer_47,North,Electronics,Monitor,3,30784,92352,0.14,79422.72,13635.74,Debit Card
2022-07-20,Customer_32,North,Accessories,Mouse,5,9464,47320,0.1,42588.0,3509.34,Credit Card
2022-07-20,Customer_14,South,Electronics,Smartphone,3,36727,110181,0.08,101366.52,23709.35,UPI
2022-07-20,Customer_30,West,Electronics,Laptop,2,4137,8274,0.06,7777.56,453.95,UPI
2022-07-21,Customer_33,East,Electronics,Laptop,5,9126,45630,0.0,45630.0,7311.47,Net Banking
2022-07-21,Customer_33,North,Electronics,Printer,1,27314,27314,0.03,26494.58,5871.51,Cash
2022-07-21,Customer_49,West,Electronics,Monitor,4,13436,53744,0.08,49444.48,11752.27,Debit Card
2022-07-21,Customer_30,West,Accessories,Headphones,1,36708,36708,0.08,33771.36,2793.76,Cash
2022-07-21,Customer_16,North,Accessories,Headphones,1,8489,8489,0.13,7385.43,1709.89,Net Banking
2022-07-22,Customer_10,North,Electronics,Monitor,1,38870,38870,0.14,33428.2,6184.93,Credit Card
2022-07-22,Customer_33,North,Electronics,Laptop,1,24720,24720,0.05,23484.0,3331.11,Net Banking
2022-07-22,Customer_38,West,Electronics,Monitor,4,44317,177268,0.09,161313.88,22527.98,Cash
2022-07-22,Customer_45,South,Accessories,Mouse,1,28539,28539,0.12,25114.32,4818.78,Debit Card
2022-07-22,Customer_20,South,Accessories,Mouse,1,8445,8445,0.09,7684.95,729.01,Debit Card
2022-07-22,Customer_25,South,Electronics,Monitor,2,39772,79544,0.01,78748.56,10791.87,Credit Card
2022-07-23,Customer_21,West,Accessories,Keyboard,3,49457,148371,0.13,129082.77,13515.3,Debit Card
2022-07-23,Customer_34,North,Electronics,Monitor,5,32738,163690,0.07,152231.7,33144.37,Net Banking
2022-07-23,Customer_7,East,Electronics,Smartphone,3,30642,91926,0.09,83652.66,16925.89,Net Banking
2022-07-24,Customer_19,West,Electronics,Printer,4,14035,56140,0.03,54455.8,3281.32,Net Banking
2022-07-24,Customer_22,North,Accessories,Keyboard,5,15662,78310,0.02,76743.8,16169.24,Net Banking
2022-07-24,Customer_21,North,Accessories,Headphones,1,48823,48823,0.1,43940.7,9695.84,Net Banking
2022-07-25,Customer_12,South,Electronics,Laptop,1,25059,25059,0.13,21801.33,3603.82,Cash
2022-07-25,Customer_19,East,Accessories,Keyboard,5,35226,176130,0.11,156755.7,9148.89,Net Banking
2022-07-25,Customer_31,East,Electronics,Monitor,2,36884,73768,0.03,71554.96,14715.43,UPI
2022-07-25,Customer_32,East,Accessories,Keyboard,1,46059,46059,0.07,42834.87,8461.06,Cash
2022-07-25,Customer_30,North,Accessories,Keyboard,2,21991,43982,0.15,37384.7,7708.51,UPI
